continent,location,date,population,rolling_people_vaccinated,rolling_people_vaccinated_percentage
South America,Bolivia,2020-10-30,11673029,NULL,0.00
Asia,Brunei,2020-10-29,437483,NULL,0.00
North America,Trinidad and Tobago,2020-06-29,1399491,NULL,0.00
Africa,Uganda,2021-02-10,45741000,NULL,0.00
Africa,Burkina Faso,2020-03-11,20903278,NULL,0.00
Africa,Senegal,2021-04-07,16743930,NULL,0.00
Oceania,Solomon Islands,2020-12-28,686878,NULL,0.00
Asia,United Arab Emirates,2020-04-03,9890400,NULL,0.00
Europe,United Kingdom,2020-04-19,67886004,NULL,0.00
Europe,Lithuania,2020-03-17,2722291,NULL,0.00
Africa,Nigeria,2020-10-10,206139587,NULL,0.00
Africa,Angola,2020-06-20,32866268,NULL,0.00
South America,Brazil,2021-01-11,212559409,NULL,0.00
Africa,Libya,2020-04-21,6871287,NULL,0.00
Africa,Malawi,2020-07-23,19129955,NULL,0.00
Asia,Nepal,2021-01-27,29136808,NULL,0.00
Europe,San Marino,2021-01-21,33938,NULL,0.00
Africa,Ghana,2020-04-22,31072945,NULL,0.00
Asia,Yemen,2020-08-20,29825968,NULL,0.00
Asia,Bangladesh,2021-03-03,164689383,NULL,0.00
Europe,Netherlands,2020-08-05,17134873,NULL,0.00
Africa,Guinea-Bissau,2020-04-14,1967998,NULL,0.00
South America,Guyana,2020-10-14,786559,NULL,0.00
Africa,Mauritania,2020-05-31,4649660,NULL,0.00
Africa,Kenya,2020-08-02,53771300,NULL,0.00
Asia,Laos,2020-11-06,7275556,NULL,0.00
North America,Saint Kitts and Nevis,2020-07-11,53192,NULL,0.00
Africa,Seychelles,2020-05-13,98340,NULL,0.00
Europe,Ukraine,2020-09-12,43733759,NULL,0.00
Asia,Israel,2020-03-30,8655541,NULL,0.00
Asia,Philippines,2020-03-09,109581085,NULL,0.00
Europe,Andorra,2020-11-29,77265,NULL,0.00
Oceania,Australia,2020-04-11,25499881,NULL,0.00
Europe,Hungary,2020-06-28,9660350,NULL,0.00
Europe,Cyprus,2021-04-28,875899,NULL,0.00
Europe,Finland,2020-02-03,5540718,NULL,0.00
Asia,Japan,2021-03-20,126476458,NULL,0.00
Africa,Mali,2020-04-06,20250834,NULL,0.00
Asia,Oman,2020-08-22,5106622,NULL,0.00
Asia,Afghanistan,2020-10-20,38928341,NULL,0.00
Europe,Albania,2020-06-09,2877800,NULL,0.00
North America,Cuba,2021-03-08,11326616,NULL,0.00
South America,Suriname,2020-06-29,586634,NULL,0.00
Asia,Taiwan,2020-05-19,23816775,NULL,0.00
Africa,Central African Republic,2021-03-16,4829764,NULL,0.00
Europe,Belgium,2020-06-22,11589616,NULL,0.00
North America,Haiti,2020-06-09,11402533,NULL,0.00
Africa,Congo,2020-06-28,5518092,NULL,0.00
Asia,Kuwait,2020-04-20,4270563,NULL,0.00
Africa,Madagascar,2021-04-12,27691019,NULL,0.00
Africa,Mozambique,2021-03-12,31255435,NULL,0.00
Europe,Norway,2020-07-01,5421242,NULL,0.00
Asia,Brunei,2021-04-25,437483,NULL,0.00
Africa,Chad,2020-11-08,16425859,NULL,0.00
Europe,Czechia,2020-10-18,10708982,NULL,0.00
Oceania,Micronesia (country),2021-02-28,115021,NULL,0.00
Africa,Angola,2020-07-14,32866268,NULL,0.00
North America,Bahamas,2020-04-22,393248,NULL,0.00
Asia,Cambodia,2020-06-13,16718971,NULL,0.00
Africa,Nigeria,2020-04-15,206139587,NULL,0.00
Africa,Benin,2020-06-12,12123198,NULL,0.00
Africa,Cote d'Ivoire,2020-08-15,26378275,NULL,0.00
North America,Dominican Republic,2020-10-10,10847904,NULL,0.00
Oceania,Fiji,2020-10-19,896444,NULL,0.00
Europe,Greece,2020-12-18,10423056,NULL,0.00
Asia,Kazakhstan,2020-09-12,18776707,NULL,0.00
South America,Colombia,2020-05-18,50882884,NULL,0.00
Africa,Gabon,2020-08-23,2225728,NULL,0.00
Europe,Luxembourg,2020-11-26,625976,NULL,0.00
Africa,Burkina Faso,2021-03-26,20903278,NULL,0.00
North America,Canada,2020-08-24,37742157,NULL,0.00
Europe,Estonia,2020-08-24,1326539,NULL,0.00
North America,Montserrat,2021-02-13,4999,NULL,0.00
Asia,Pakistan,2021-02-27,220892331,NULL,0.00
South America,Paraguay,2020-12-19,7132530,NULL,0.00
Africa,Uganda,2021-03-06,45741000,NULL,0.00
Africa,Equatorial Guinea,2020-07-14,1402985,NULL,0.00
North America,Mexico,2020-09-28,128932753,NULL,0.00
Asia,Armenia,2020-11-06,2963234,NULL,0.00
Africa,Namibia,2020-04-08,2540916,NULL,0.00
Africa,Niger,2020-10-01,24206636,NULL,0.00
Asia,Bangladesh,2020-08-13,164689383,NULL,0.00
Europe,Portugal,2020-07-30,10196707,NULL,0.00
Africa,Rwanda,2020-05-18,12952209,NULL,0.00
Europe,Serbia,2020-10-07,6804596,NULL,0.00
Asia,Turkey,2020-11-24,84339067,NULL,0.00
Asia,Azerbaijan,2020-06-11,10139175,NULL,0.00
Europe,Iceland,2020-04-03,341250,NULL,0.00
Africa,Malawi,2021-02-10,19129955,NULL,0.00
Asia,Nepal,2020-02-13,29136808,NULL,0.00
Africa,Sierra Leone,2020-08-13,7976985,NULL,0.00
Asia,Syria,2020-10-13,17500657,NULL,0.00
South America,Uruguay,2020-09-12,3473727,NULL,0.00
North America,Belize,2021-01-15,397621,NULL,0.00
Africa,Ghana,2021-04-06,31072945,NULL,0.00
North America,Grenada,2020-07-23,112519,NULL,0.00
Europe,Luxembourg,2020-05-25,625976,NULL,0.00
Asia,Palestine,2020-04-13,5101416,NULL,0.00
Oceania,Samoa,2021-02-06,198410,NULL,0.00
Asia,South Korea,2020-09-24,51269183,NULL,0.00
Oceania,Vanuatu,2020-11-26,307150,NULL,0.00
North America,Antigua and Barbuda,2020-03-26,97928,NULL,0.00
North America,Cuba,2020-03-17,11326616,NULL,0.00
Asia,Indonesia,2020-05-05,273523621,NULL,0.00
North America,Mexico,2020-04-03,128932753,NULL,0.00
North America,Panama,2021-01-06,4314768,NULL,0.00
Europe,San Marino,2021-02-14,33938,NULL,0.00
South America,Uruguay,2020-03-18,3473727,NULL,0.00
Europe,Spain,2020-06-12,46754783,NULL,0.00
Asia,Maldives,2020-03-14,540542,NULL,0.00
North America,Guatemala,2020-10-20,17915567,NULL,0.00
Asia,Kuwait,2020-10-15,4270563,NULL,0.00
Africa,Madagascar,2020-10-16,27691019,NULL,0.00
Africa,Morocco,2021-01-25,36910558,NULL,0.00
North America,Nicaragua,2020-07-08,6624554,NULL,0.00
Asia,Laos,2020-05-12,7275556,NULL,0.00
Asia,Afghanistan,2020-04-25,38928341,NULL,0.00
Europe,Finland,2020-07-30,5540718,NULL,0.00
Europe,Malta,2020-04-21,441539,NULL,0.00
Europe,Vatican,2020-06-27,809,NULL,0.00
Africa,Cape Verde,2020-06-12,555988,NULL,0.00
North America,Barbados,2020-08-26,287371,NULL,0.00
North America,Belize,2020-07-21,397621,NULL,0.00
Asia,Iraq,2021-03-14,40222503,NULL,0.00
Asia,Japan,2020-04-23,126476458,NULL,0.00
Europe,Monaco,2020-03-02,39244,NULL,0.00
Europe,Slovakia,2020-10-04,5459643,NULL,0.00
Africa,Malawi,2021-01-17,19129955,NULL,0.00
Asia,Northern Cyprus,2021-02-03,NULL,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-12-18,110947,NULL,0.00
Asia,Bahrain,2020-07-07,1701583,NULL,0.00
North America,Cuba,2020-09-11,11326616,NULL,0.00
Asia,Maldives,2020-09-08,540542,NULL,0.00
Africa,Togo,2020-04-23,8278737,NULL,0.00
Asia,Armenia,2020-05-12,2963234,NULL,0.00
South America,Colombia,2020-11-12,50882884,NULL,0.00
Asia,Georgia,2021-03-05,3989175,NULL,0.00
Asia,India,2020-06-09,1380004385,NULL,0.00
Africa,Kenya,2021-01-27,53771300,NULL,0.00
Oceania,Marshall Islands,2021-01-09,59194,NULL,0.00
Asia,Pakistan,2020-09-02,220892331,NULL,0.00
Asia,China,2020-11-20,1439323774,NULL,0.00
Africa,Congo,2020-06-04,5518092,NULL,0.00
North America,Dominica,2020-03-26,71991,NULL,0.00
Africa,Eritrea,2020-03-23,3546427,NULL,0.00
Asia,Iran,2020-09-30,83992953,NULL,0.00
North America,Jamaica,2020-11-22,2961161,NULL,0.00
Europe,Iceland,2021-04-18,341250,NULL,0.00
Asia,Palestine,2020-03-13,5101416,NULL,0.00
Africa,Sudan,2021-01-06,43849269,NULL,0.00
Asia,Sri Lanka,2020-05-11,21413250,NULL,0.00
Asia,Turkey,2020-12-01,84339067,NULL,0.00
Asia,Afghanistan,2020-05-02,38928341,NULL,0.00
Africa,Cape Verde,2020-06-05,555988,NULL,0.00
Asia,Georgia,2021-03-12,3989175,NULL,0.00
Europe,Germany,2020-07-23,83783945,NULL,0.00
Europe,Kosovo,2020-04-28,1932774,NULL,0.00
Africa,Malawi,2021-01-10,19129955,NULL,0.00
Europe,Monaco,2020-03-09,39244,NULL,0.00
Africa,Comoros,2020-12-07,869595,NULL,0.00
Oceania,Fiji,2020-10-26,896444,NULL,0.00
Europe,Serbia,2020-04-12,6804596,NULL,0.00
Asia,Bangladesh,2020-09-13,164689383,NULL,0.00
North America,Belize,2020-07-28,397621,NULL,0.00
South America,Ecuador,2020-07-08,17643060,NULL,0.00
Africa,Mauritius,2021-03-05,1271767,NULL,0.00
Asia,Singapore,2021-01-10,5850343,NULL,0.00
Europe,Belarus,2020-11-13,9449321,NULL,0.00
Africa,Madagascar,2020-05-22,27691019,NULL,0.00
South America,Chile,2020-09-01,19116209,NULL,0.00
Africa,Kenya,2021-01-20,53771300,NULL,0.00
Africa,Lesotho,2021-02-11,2142252,NULL,0.00
Asia,Pakistan,2020-03-08,220892331,NULL,0.00
Africa,Algeria,2020-06-24,43851043,NULL,0.00
Europe,Malta,2020-04-28,441539,NULL,0.00
Asia,Qatar,2020-12-12,2881060,NULL,0.00
Europe,Andorra,2020-06-11,77265,NULL,0.00
North America,Antigua and Barbuda,2020-10-14,97928,NULL,0.00
Europe,Croatia,2020-10-26,4105268,NULL,0.00
North America,Dominica,2021-03-17,71991,NULL,0.00
Asia,Japan,2020-04-16,126476458,NULL,0.00
Europe,Switzerland,2020-12-10,8654618,NULL,0.00
Asia,Japan,2020-09-30,126476458,NULL,0.00
Africa,Mozambique,2020-05-25,31255435,NULL,0.00
Asia,Syria,2021-04-16,17500657,NULL,0.00
Europe,Finland,2021-01-24,5540718,NULL,0.00
Asia,Iran,2020-04-05,83992953,NULL,0.00
Asia,Lebanon,2020-07-27,6825442,NULL,0.00
Oceania,Papua New Guinea,2020-12-06,8947027,NULL,0.00
Europe,Vatican,2020-12-22,809,NULL,0.00
South America,Argentina,2020-10-21,45195777,NULL,0.00
Africa,Burkina Faso,2021-02-23,20903278,NULL,0.00
Africa,Central African Republic,2020-08-26,4829764,NULL,0.00
Asia,Georgia,2020-09-08,3989175,NULL,0.00
North America,Honduras,2020-07-24,9904608,NULL,0.00
Asia,Kuwait,2021-04-11,4270563,NULL,0.00
Africa,Madagascar,2020-04-21,27691019,NULL,0.00
Europe,Malta,2020-03-28,441539,NULL,0.00
North America,Saint Lucia,2020-06-29,183629,NULL,0.00
Asia,Singapore,2020-12-17,5850343,NULL,0.00
Africa,Gambia,2021-03-12,2416664,NULL,0.00
Africa,Lesotho,2021-03-14,2142252,NULL,0.00
Europe,Switzerland,2020-12-03,8654618,NULL,0.00
North America,United States,2020-11-11,331002647,NULL,0.00
Europe,Cyprus,2020-05-14,875899,NULL,0.00
Europe,Czechia,2020-04-23,10708982,NULL,0.00
Africa,Djibouti,2021-01-30,988002,NULL,0.00
Africa,Liberia,2021-04-28,5057677,NULL,0.00
Africa,Namibia,2021-03-23,2540916,NULL,0.00
Europe,North Macedonia,2020-10-24,2083380,NULL,0.00
Africa,South Sudan,2020-05-31,11193729,NULL,0.00
Africa,Tunisia,2021-02-08,11818618,NULL,0.00
Asia,Yemen,2021-02-07,29825968,NULL,0.00
North America,Bahamas,2021-04-13,393248,NULL,0.00
South America,Bolivia,2020-05-12,11673029,NULL,0.00
Asia,Philippines,2021-02-21,109581085,NULL,0.00
Europe,Slovenia,2020-06-01,2078932,NULL,0.00
Asia,Sri Lanka,2020-11-05,21413250,NULL,0.00
Africa,Algeria,2020-12-12,43851043,NULL,0.00
North America,El Salvador,2021-02-03,6486201,NULL,0.00
Asia,Malaysia,2020-04-28,32365998,NULL,0.00
Africa,Mali,2021-03-28,20250834,NULL,0.00
Africa,South Sudan,2020-11-18,11193729,NULL,0.00
North America,Bermuda,2021-02-03,62273,NULL,0.00
Asia,Jordan,2020-08-18,10203140,NULL,0.00
Asia,Vietnam,2020-12-14,97338583,NULL,0.00
Africa,Libya,2021-04-05,6871287,NULL,0.00
Africa,Mozambique,2020-09-15,31255435,NULL,0.00
Oceania,New Zealand,2020-04-19,4822233,NULL,0.00
Africa,Senegal,2020-04-16,16743930,NULL,0.00
South America,Suriname,2020-12-24,586634,NULL,0.00
Europe,Poland,2020-03-27,37846605,NULL,0.00
Oceania,New Zealand,2020-11-07,4822233,NULL,0.00
North America,Panama,2020-07-19,4314768,NULL,0.00
Oceania,Fiji,2020-05-01,896444,NULL,0.00
North America,Saint Kitts and Nevis,2021-04-17,53192,NULL,0.00
Africa,Sao Tome and Principe,2021-02-27,219161,NULL,0.00
Europe,Croatia,2020-05-01,4105268,NULL,0.00
Africa,Djibouti,2021-02-06,988002,NULL,0.00
South America,Suriname,2021-01-17,586634,NULL,0.00
Asia,Vietnam,2020-12-07,97338583,NULL,0.00
Asia,Azerbaijan,2020-12-06,10139175,NULL,0.00
Europe,Finland,2021-01-17,5540718,NULL,0.00
Asia,Iraq,2020-03-30,40222503,NULL,0.00
Oceania,Papua New Guinea,2020-11-29,8947027,NULL,0.00
North America,Dominica,2020-09-20,71991,NULL,0.00
Europe,Estonia,2020-02-28,1326539,NULL,0.00
North America,Saint Kitts and Nevis,2020-12-05,53192,NULL,0.00
Africa,Guinea,2020-05-12,13132792,NULL,0.00
Africa,Mozambique,2021-03-05,31255435,NULL,0.00
Asia,Qatar,2020-11-18,2881060,NULL,0.00
Europe,Austria,2020-06-26,9006400,NULL,0.00
Asia,Bhutan,2020-04-14,771612,NULL,0.00
Africa,Cote d'Ivoire,2021-02-02,26378275,NULL,0.00
Africa,Eritrea,2021-04-07,3546427,NULL,0.00
South America,Guyana,2020-10-07,786559,NULL,0.00
Asia,Israel,2020-04-06,8655541,NULL,0.00
Asia,Lebanon,2020-07-20,6825442,NULL,0.00
Asia,Sri Lanka,2021-04-25,21413250,NULL,0.00
Asia,Tajikistan,2020-09-29,9537642,NULL,0.00
South America,Brazil,2020-07-17,212559409,NULL,0.00
South America,Ecuador,2021-01-02,17643060,NULL,0.00
Europe,Kosovo,2020-10-23,1932774,NULL,0.00
Africa,Madagascar,2020-04-28,27691019,NULL,0.00
Asia,Myanmar,2020-08-02,54409794,NULL,0.00
Africa,Uganda,2020-08-16,45741000,NULL,0.00
Africa,Eswatini,2021-02-08,1160164,NULL,0.00
Africa,Lesotho,2021-03-07,2142252,NULL,0.00
Europe,Montenegro,2021-01-09,628062,NULL,0.00
Europe,North Macedonia,2020-04-29,2083380,NULL,0.00
Asia,Kuwait,2020-04-27,4270563,NULL,0.00
Africa,Mauritius,2020-09-08,1271767,NULL,0.00
Oceania,Solomon Islands,2020-12-04,686878,NULL,0.00
Africa,Burundi,2020-07-31,11890781,NULL,0.00
Africa,Mali,2020-04-13,20250834,NULL,0.00
Asia,Mongolia,2020-07-08,3278292,NULL,0.00
Africa,Niger,2020-04-13,24206636,NULL,0.00
North America,United States,2020-04-23,331002647,NULL,0.00
Africa,Zambia,2021-03-11,18383956,NULL,0.00
North America,Dominican Republic,2021-04-30,10847904,NULL,0.00
Africa,Botswana,2020-08-09,2351625,NULL,0.00
Asia,Brunei,2020-06-04,437483,NULL,0.00
Asia,Kazakhstan,2020-03-25,18776707,NULL,0.00
Africa,Morocco,2020-07-07,36910558,NULL,0.00
Oceania,Papua New Guinea,2020-05-18,8947027,NULL,0.00
Asia,Turkey,2020-06-06,84339067,NULL,0.00
Europe,United Kingdom,2020-04-12,67886004,NULL,0.00
Asia,Yemen,2020-08-13,29825968,NULL,0.00
South America,Bolivia,2020-11-06,11673029,NULL,0.00
Europe,Liechtenstein,2020-11-23,38137,NULL,0.00
Europe,San Marino,2020-08-27,33938,NULL,0.00
Africa,Ethiopia,2020-10-02,114963583,NULL,0.00
Europe,Monaco,2021-03-17,39244,NULL,0.00
Asia,Taiwan,2020-11-13,23816775,NULL,0.00
North America,Cuba,2021-03-01,11326616,NULL,0.00
Europe,Iceland,2020-10-22,341250,NULL,0.00
Africa,Liberia,2020-11-08,5057677,NULL,0.00
Europe,Moldova,2020-04-02,4033963,NULL,0.00
South America,Venezuela,2020-12-28,28435943,NULL,0.00
North America,Barbados,2021-02-13,287371,NULL,0.00
North America,Grenada,2021-02-10,112519,NULL,0.00
Africa,Guinea-Bissau,2020-09-08,1967998,NULL,0.00
Asia,India,2020-11-27,1380004385,NULL,0.00
Asia,Iraq,2020-09-24,40222503,NULL,0.00
Asia,Nepal,2021-02-03,29136808,NULL,0.00
Africa,Somalia,2020-09-15,15893219,NULL,0.00
Africa,Tanzania,2020-08-15,59734213,NULL,0.00
Asia,Uzbekistan,2020-12-10,33469199,NULL,0.00
Africa,Gambia,2020-03-28,2416664,NULL,0.00
Africa,Eswatini,2020-08-14,1160164,NULL,0.00
Asia,Kazakhstan,2021-03-09,18776707,NULL,0.00
Africa,Libya,2020-11-09,6871287,NULL,0.00
Europe,Russia,2021-03-14,145934460,NULL,0.00
North America,Dominican Republic,2020-05-16,10847904,NULL,0.00
Africa,Guinea-Bissau,2021-03-29,1967998,NULL,0.00
Europe,Romania,2020-10-11,19237682,NULL,0.00
Africa,Rwanda,2020-10-12,12952209,NULL,0.00
North America,Antigua and Barbuda,2020-04-19,97928,NULL,0.00
Europe,Belgium,2020-12-10,11589616,NULL,0.00
Africa,Burkina Faso,2021-03-02,20903278,NULL,0.00
Africa,Egypt,2020-05-28,102334403,NULL,0.00
Asia,Jordan,2020-08-11,10203140,NULL,0.00
Europe,Luxembourg,2020-06-01,625976,NULL,0.00
Europe,Portugal,2020-07-23,10196707,NULL,0.00
Africa,Zambia,2020-08-21,18383956,NULL,0.00
Europe,Liechtenstein,2020-05-05,38137,NULL,0.00
Europe,Lithuania,2020-10-05,2722291,NULL,0.00
Asia,Malaysia,2020-05-05,32365998,NULL,0.00
Africa,South Sudan,2020-11-25,11193729,NULL,0.00
Africa,Niger,2020-10-08,24206636,NULL,0.00
Asia,Cambodia,2020-12-01,16718971,NULL,0.00
Africa,Algeria,2020-12-19,43851043,NULL,0.00
Africa,Cameroon,2021-01-17,26545864,NULL,0.00
Asia,Kyrgyzstan,2020-07-05,6524191,NULL,0.00
Asia,Syria,2020-10-20,17500657,NULL,0.00
North America,Saint Lucia,2020-12-24,183629,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-11-24,110947,NULL,0.00
Asia,South Korea,2020-09-17,51269183,NULL,0.00
Europe,Cyprus,2020-06-07,875899,NULL,0.00
Africa,Senegal,2020-04-23,16743930,NULL,0.00
Africa,Chad,2021-04-28,16425859,NULL,0.00
South America,Chile,2020-03-07,19116209,NULL,0.00
Europe,France,2020-05-24,68147687,NULL,0.00
Europe,Ireland,2020-07-10,4937796,NULL,0.00
Africa,Somalia,2021-03-12,15893219,NULL,0.00
South America,Argentina,2020-10-28,45195777,NULL,0.00
North America,Belize,2021-01-22,397621,NULL,0.00
Europe,Latvia,2020-08-09,1886202,NULL,0.00
Europe,Netherlands,2021-02-23,17134873,NULL,0.00
Africa,South Africa,2021-01-11,59308690,NULL,0.00
Europe,Italy,2020-05-08,60461828,NULL,0.00
Asia,Bangladesh,2020-03-19,164689383,NULL,0.00
Africa,Benin,2020-12-07,12123198,NULL,0.00
Europe,Bulgaria,2020-06-22,6948445,NULL,0.00
Asia,Georgia,2020-09-15,3989175,NULL,0.00
Europe,Germany,2020-01-27,83783945,NULL,0.00
Africa,Ghana,2021-04-13,31072945,NULL,0.00
Asia,Saudi Arabia,2020-07-26,34813867,NULL,0.00
Europe,Faeroe Islands,2021-02-07,48865,NULL,0.00
Africa,Senegal,2020-10-18,16743930,NULL,0.00
Europe,Bosnia and Herzegovina,2020-06-13,3280815,NULL,0.00
Asia,Brunei,2020-05-11,437483,NULL,0.00
Europe,Denmark,2020-07-04,5792203,NULL,0.00
Europe,Guernsey,2021-02-11,67052,NULL,0.00
Africa,Sierra Leone,2020-08-06,7976985,NULL,0.00
Africa,South Africa,2020-07-17,59308690,NULL,0.00
Asia,Timor,2021-02-22,1318442,NULL,0.00
Africa,Rwanda,2020-04-17,12952209,NULL,0.00
Africa,Democratic Republic of Congo,2020-12-14,89561404,NULL,0.00
Africa,Equatorial Guinea,2020-07-07,1402985,NULL,0.00
Africa,Ethiopia,2020-04-07,114963583,NULL,0.00
Asia,Laos,2020-05-19,7275556,NULL,0.00
Asia,Nepal,2020-08-09,29136808,NULL,0.00
Europe,Sweden,2020-09-24,10099270,NULL,0.00
Asia,Thailand,2020-03-27,69799978,NULL,0.00
North America,Canada,2020-02-28,37742157,NULL,0.00
North America,Costa Rica,2021-04-24,5094114,NULL,0.00
Europe,Serbia,2021-03-27,6804596,NULL,0.00
North America,Bahamas,2020-10-17,393248,NULL,0.00
Africa,Congo,2020-12-23,5518092,NULL,0.00
Africa,Gabon,2021-02-17,2225728,NULL,0.00
South America,Guyana,2020-04-12,786559,NULL,0.00
Europe,Italy,2020-11-02,60461828,NULL,0.00
Asia,Lebanon,2021-01-14,6825442,NULL,0.00
Europe,Sweden,2020-03-30,10099270,NULL,0.00
Europe,Switzerland,2020-06-15,8654618,NULL,0.00
Africa,Togo,2020-11-11,8278737,NULL,0.00
Europe,Albania,2020-12-04,2877800,NULL,0.00
Europe,Estonia,2020-05-14,1326539,NULL,0.00
Asia,India,2021-04-23,1380004385,NULL,0.00
Asia,Kyrgyzstan,2020-06-28,6524191,NULL,0.00
Oceania,Australia,2021-01-16,25499881,NULL,0.00
Europe,Monaco,2021-02-21,39244,NULL,0.00
Europe,San Marino,2020-03-02,33938,NULL,0.00
Europe,Vatican,2020-07-04,809,NULL,0.00
South America,Argentina,2020-05-03,45195777,NULL,0.00
Asia,Azerbaijan,2020-12-30,10139175,NULL,0.00
Europe,Belarus,2020-05-19,9449321,NULL,0.00
Africa,Central African Republic,2021-02-13,4829764,NULL,0.00
North America,Guatemala,2020-04-01,17915567,NULL,0.00
Africa,Namibia,2020-09-26,2540916,NULL,0.00
Asia,Oman,2020-02-26,5106622,NULL,0.00
South America,Peru,2020-09-30,32971846,NULL,0.00
Africa,Seychelles,2020-11-14,98340,NULL,0.00
Europe,Andorra,2020-12-30,77265,NULL,0.00
Africa,Democratic Republic of Congo,2020-06-19,89561404,NULL,0.00
North America,Jamaica,2020-05-04,2961161,NULL,0.00
Europe,Norway,2020-08-01,5421242,NULL,0.00
Europe,Russia,2020-05-16,145934460,NULL,0.00
Africa,Cape Verde,2020-11-30,555988,NULL,0.00
Europe,Czechia,2020-10-11,10708982,NULL,0.00
Africa,Djibouti,2020-08-12,988002,NULL,0.00
Asia,United Arab Emirates,2020-09-28,9890400,NULL,0.00
Africa,Mali,2020-10-08,20250834,NULL,0.00
Europe,Slovakia,2020-04-16,5459643,NULL,0.00
Asia,Syria,2020-04-25,17500657,NULL,0.00
Europe,United Kingdom,2020-10-07,67886004,NULL,0.00
Africa,Burkina Faso,2020-09-05,20903278,NULL,0.00
Africa,Comoros,2020-06-12,869595,NULL,0.00
Africa,Ghana,2020-10-17,31072945,NULL,0.00
Asia,Iran,2021-03-20,83992953,NULL,0.00
Asia,Philippines,2020-09-03,109581085,NULL,0.00
Europe,Poland,2020-09-21,37846605,NULL,0.00
Asia,Qatar,2020-05-24,2881060,NULL,0.00
Africa,Equatorial Guinea,2021-01-01,1402985,NULL,0.00
Africa,Eritrea,2020-10-11,3546427,NULL,0.00
Asia,Iran,2020-09-23,83992953,NULL,0.00
North America,Panama,2021-01-13,4314768,NULL,0.00
Asia,Armenia,2020-05-19,2963234,NULL,0.00
Europe,Belgium,2020-06-15,11589616,NULL,0.00
Asia,Jordan,2021-02-05,10203140,NULL,0.00
Africa,Tanzania,2021-02-09,59734213,NULL,0.00
South America,Bolivia,2020-11-30,11673029,NULL,0.00
Asia,Brunei,2020-11-29,437483,NULL,0.00
Africa,Nigeria,2020-04-22,206139587,NULL,0.00
Europe,Hungary,2020-07-05,9660350,NULL,0.00
Europe,Montenegro,2020-06-21,628062,NULL,0.00
Africa,Namibia,2020-04-01,2540916,NULL,0.00
Europe,North Macedonia,2020-11-17,2083380,NULL,0.00
South America,Peru,2020-04-05,32971846,NULL,0.00
Africa,Seychelles,2020-05-20,98340,NULL,0.00
Europe,Slovenia,2020-12-20,2078932,NULL,0.00
North America,Trinidad and Tobago,2020-07-06,1399491,NULL,0.00
Oceania,Australia,2020-09-05,25499881,NULL,0.00
Africa,Chad,2020-11-01,16425859,NULL,0.00
Europe,Croatia,2020-11-19,4105268,NULL,0.00
Europe,Greece,2020-06-30,10423056,NULL,0.00
Africa,Nigeria,2020-10-17,206139587,NULL,0.00
Europe,Andorra,2020-12-06,77265,NULL,0.00
North America,Antigua and Barbuda,2021-04-10,97928,NULL,0.00
Europe,Cyprus,2020-12-02,875899,NULL,0.00
Europe,Iceland,2020-08-07,341250,NULL,0.00
Africa,Mauritania,2020-04-30,4649660,NULL,0.00
Oceania,Samoa,2021-04-23,198410,NULL,0.00
Africa,Zambia,2020-10-29,18383956,NULL,0.00
Africa,Zimbabwe,2020-09-11,14862927,NULL,0.00
Asia,Cambodia,2020-03-03,16718971,NULL,0.00
Africa,Equatorial Guinea,2021-03-18,1402985,NULL,0.00
Europe,Germany,2020-03-05,83783945,NULL,0.00
Africa,Malawi,2020-08-23,19129955,NULL,0.00
Asia,Thailand,2020-12-06,69799978,NULL,0.00
Africa,Togo,2020-04-16,8278737,NULL,0.00
Africa,Comoros,2020-07-20,869595,NULL,0.00
Europe,Croatia,2020-03-17,4105268,NULL,0.00
Oceania,Micronesia (country),2021-01-28,115021,NULL,0.00
Asia,Mongolia,2020-12-02,3278292,NULL,0.00
Europe,Albania,2021-03-16,2877800,NULL,0.00
Africa,Cote d'Ivoire,2020-05-05,26378275,NULL,0.00
Africa,Ethiopia,2020-08-25,114963583,NULL,0.00
Africa,Ghana,2020-10-24,31072945,NULL,0.00
North America,Jamaica,2020-06-11,2961161,NULL,0.00
Oceania,New Zealand,2020-11-14,4822233,NULL,0.00
South America,Paraguay,2021-01-19,7132530,NULL,0.00
Europe,Ukraine,2020-08-12,43733759,NULL,0.00
North America,El Salvador,2020-10-24,6486201,NULL,0.00
North America,Haiti,2020-05-09,11402533,NULL,0.00
Oceania,Papua New Guinea,2021-03-18,8947027,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-07-07,110947,NULL,0.00
Asia,Georgia,2020-07-01,3989175,NULL,0.00
Asia,Sri Lanka,2020-07-26,21413250,NULL,0.00
Asia,Afghanistan,2021-02-23,38928341,NULL,0.00
Europe,Ireland,2020-06-02,4937796,NULL,0.00
Europe,Kosovo,2020-10-16,1932774,NULL,0.00
Europe,Cyprus,2020-07-22,875899,NULL,0.00
North America,Honduras,2020-05-16,9904608,NULL,0.00
Europe,Monaco,2020-05-17,39244,NULL,0.00
Africa,Tanzania,2021-04-19,59734213,NULL,0.00
Africa,Egypt,2020-03-20,102334403,NULL,0.00
Africa,Eritrea,2020-11-25,3546427,NULL,0.00
Africa,Namibia,2020-11-03,2540916,NULL,0.00
