continent,location,date,population,rolling_people_vaccinated,rolling_people_vaccinated_percentage
Africa,Nigeria,2020-11-10,206139587,NULL,0.00
Asia,Syria,2020-08-05,17500657,NULL,0.00
Africa,Angola,2020-10-24,32866268,NULL,0.00
Asia,Armenia,2020-07-27,2963234,NULL,0.00
Europe,Denmark,2020-09-11,5792203,NULL,0.00
Europe,Liechtenstein,2020-07-13,38137,NULL,0.00
Europe,Luxembourg,2020-03-17,625976,NULL,0.00
Europe,Montenegro,2020-07-29,628062,NULL,0.00
Asia,Pakistan,2020-11-17,220892331,NULL,0.00
Europe,Romania,2020-12-19,19237682,NULL,0.00
Europe,Russia,2020-04-08,145934460,NULL,0.00
Africa,Somalia,2021-01-26,15893219,NULL,0.00
Europe,Belgium,2020-03-12,11589616,NULL,0.00
North America,Bermuda,2021-04-20,62273,NULL,0.00
Asia,Saudi Arabia,2020-06-11,34813867,NULL,0.00
Asia,Tajikistan,2021-02-23,9537642,NULL,0.00
North America,Antigua and Barbuda,2021-03-03,97928,NULL,0.00
Asia,Kazakhstan,2020-12-23,18776707,NULL,0.00
Europe,Moldova,2021-04-24,4033963,NULL,0.00
Africa,Senegal,2020-07-01,16743930,NULL,0.00
Europe,Belarus,2020-03-04,9449321,NULL,0.00
Africa,Mauritania,2020-11-25,4649660,NULL,0.00
Africa,Zimbabwe,2020-11-02,14862927,NULL,0.00
Africa,Guinea-Bissau,2020-10-02,1967998,NULL,0.00
Asia,Indonesia,2020-10-23,273523621,NULL,0.00
Europe,Kosovo,2020-11-16,1932774,NULL,0.00
Africa,Libya,2020-10-16,6871287,NULL,0.00
Asia,Nepal,2021-02-27,29136808,NULL,0.00
Asia,Thailand,2021-03-11,69799978,NULL,0.00
Asia,Afghanistan,2021-04-16,38928341,NULL,0.00
North America,Costa Rica,2020-05-10,5094114,NULL,0.00
North America,Dominican Republic,2020-04-22,10847904,NULL,0.00
Europe,France,2020-11-18,68147687,NULL,0.00
Africa,Guinea,2020-11-06,13132792,NULL,0.00
Asia,Kyrgyzstan,2020-07-29,6524191,NULL,0.00
South America,Paraguay,2020-07-01,7132530,NULL,0.00
Africa,Rwanda,2020-11-05,12952209,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-05-30,110947,NULL,0.00
Asia,Bhutan,2020-10-09,771612,NULL,0.00
North America,Nicaragua,2020-12-26,6624554,NULL,0.00
Africa,Sao Tome and Principe,2021-01-27,219161,NULL,0.00
Asia,Saudi Arabia,2021-02-06,34813867,NULL,0.00
Africa,Sierra Leone,2021-01-31,7976985,NULL,0.00
Africa,Zambia,2020-09-14,18383956,NULL,0.00
Asia,Georgia,2020-03-21,3989175,NULL,0.00
North America,Haiti,2020-12-04,11402533,NULL,0.00
North America,Honduras,2021-01-11,9904608,NULL,0.00
Asia,Israel,2020-04-30,8655541,NULL,0.00
Europe,Netherlands,2020-08-29,17134873,NULL,0.00
Asia,Palestine,2020-10-01,5101416,NULL,0.00
Africa,Angola,2021-01-08,32866268,NULL,0.00
Europe,Austria,2020-12-21,9006400,NULL,0.00
Asia,China,2020-05-02,1439323774,NULL,0.00
Africa,Gambia,2020-09-22,2416664,NULL,0.00
Asia,Maldives,2020-04-14,540542,NULL,0.00
Africa,Mauritius,2020-03-28,1271767,NULL,0.00
Europe,Moldova,2021-02-14,4033963,NULL,0.00
Africa,South Sudan,2020-04-30,11193729,NULL,0.00
Asia,Iran,2021-03-13,83992953,NULL,0.00
Europe,Italy,2020-04-07,60461828,NULL,0.00
Oceania,Papua New Guinea,2020-10-29,8947027,NULL,0.00
Europe,Cyprus,2020-12-09,875899,NULL,0.00
Asia,Japan,2020-10-31,126476458,NULL,0.00
Asia,Kuwait,2020-05-04,4270563,NULL,0.00
Africa,Morocco,2020-02-11,36910558,NULL,0.00
Europe,North Macedonia,2020-11-24,2083380,NULL,0.00
Asia,Northern Cyprus,2021-02-10,NULL,NULL,0.00
Asia,Pakistan,2020-09-09,220892331,NULL,0.00
Africa,Seychelles,2020-10-31,98340,NULL,0.00
Asia,Yemen,2021-01-07,29825968,NULL,0.00
Oceania,Australia,2020-08-29,25499881,NULL,0.00
South America,Bolivia,2020-06-12,11673029,NULL,0.00
Africa,Botswana,2020-08-16,2351625,NULL,0.00
Africa,Burundi,2021-01-11,11890781,NULL,0.00
Africa,Niger,2020-04-06,24206636,NULL,0.00
North America,United States,2020-10-04,331002647,NULL,0.00
Africa,Zambia,2021-03-18,18383956,NULL,0.00
Africa,Guinea,2020-10-23,13132792,NULL,0.00
Europe,Liechtenstein,2020-11-30,38137,NULL,0.00
Africa,Senegal,2020-11-18,16743930,NULL,0.00
Africa,Ethiopia,2020-05-08,114963583,NULL,0.00
Europe,Norway,2020-08-08,5421242,NULL,0.00
Europe,Russia,2020-05-23,145934460,NULL,0.00
Europe,Slovakia,2020-09-27,5459643,NULL,0.00
South America,Uruguay,2020-04-01,3473727,NULL,0.00
Europe,Monaco,2020-04-09,39244,NULL,0.00
Oceania,Samoa,2021-02-13,198410,NULL,0.00
Africa,Seychelles,2021-04-27,98340,NULL,0.00
Oceania,Vanuatu,2020-12-03,307150,NULL,0.00
Africa,Egypt,2020-04-27,102334403,NULL,0.00
Asia,Indonesia,2020-05-12,273523621,NULL,0.00
Africa,Sao Tome and Principe,2021-01-20,219161,NULL,0.00
Africa,Zambia,2020-09-21,18383956,NULL,0.00
Europe,Estonia,2020-08-31,1326539,NULL,0.00
Asia,Kyrgyzstan,2020-08-05,6524191,NULL,0.00
Africa,Mali,2020-05-14,20250834,NULL,0.00
Africa,Ghana,2021-03-13,31072945,NULL,0.00
Asia,Philippines,2020-03-23,109581085,NULL,0.00
Asia,Syria,2020-09-19,17500657,NULL,0.00
Europe,France,2020-06-24,68147687,NULL,0.00
Africa,Comoros,2020-06-05,869595,NULL,0.00
North America,Bahamas,2020-05-06,393248,NULL,0.00
South America,Brazil,2020-12-04,212559409,NULL,0.00
Africa,Ethiopia,2020-11-02,114963583,NULL,0.00
North America,Jamaica,2020-04-27,2961161,NULL,0.00
Europe,Kosovo,2020-11-23,1932774,NULL,0.00
Africa,Mozambique,2020-04-24,31255435,NULL,0.00
Asia,Nepal,2021-03-06,29136808,NULL,0.00
Asia,Taiwan,2020-06-26,23816775,NULL,0.00
Asia,Afghanistan,2021-04-09,38928341,NULL,0.00
Africa,Central African Republic,2021-02-06,4829764,NULL,0.00
North America,El Salvador,2020-09-09,6486201,NULL,0.00
Europe,Ireland,2020-08-10,4937796,NULL,0.00
North America,Saint Lucia,2020-06-22,183629,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-05-23,110947,NULL,0.00
Africa,Zimbabwe,2020-10-26,14862927,NULL,0.00
Africa,Equatorial Guinea,2021-01-08,1402985,NULL,0.00
Europe,Hungary,2020-08-05,9660350,NULL,0.00
North America,Nicaragua,2020-12-19,6624554,NULL,0.00
Asia,Saudi Arabia,2021-01-30,34813867,NULL,0.00
Asia,South Korea,2020-08-17,51269183,NULL,0.00
Europe,Sweden,2020-03-23,10099270,NULL,0.00
Africa,Tanzania,2020-03-28,59734213,NULL,0.00
Asia,Thailand,2020-09-28,69799978,NULL,0.00
Africa,Tunisia,2021-01-08,11818618,NULL,0.00
Asia,Uzbekistan,2020-06-29,33469199,NULL,0.00
Europe,Czechia,2020-04-30,10708982,NULL,0.00
Africa,Gabon,2020-09-23,2225728,NULL,0.00
South America,Guyana,2020-09-06,786559,NULL,0.00
North America,Barbados,2020-09-26,287371,NULL,0.00
Europe,Belarus,2020-10-13,9449321,NULL,0.00
Asia,Bhutan,2020-10-02,771612,NULL,0.00
Africa,Cote d'Ivoire,2020-03-21,26378275,NULL,0.00
Africa,Eritrea,2020-10-18,3546427,NULL,0.00
Asia,Kazakhstan,2021-02-06,18776707,NULL,0.00
Africa,Nigeria,2020-10-03,206139587,NULL,0.00
Europe,Switzerland,2020-06-08,8654618,NULL,0.00
Europe,Albania,2020-11-27,2877800,NULL,0.00
North America,Grenada,2020-07-16,112519,NULL,0.00
Asia,Iraq,2020-02-28,40222503,NULL,0.00
North America,Cuba,2020-10-12,11326616,NULL,0.00
Asia,Laos,2020-12-07,7275556,NULL,0.00
Asia,Uzbekistan,2020-06-22,33469199,NULL,0.00
Africa,Zambia,2020-03-27,18383956,NULL,0.00
North America,Canada,2020-01-28,37742157,NULL,0.00
Africa,Equatorial Guinea,2020-08-14,1402985,NULL,0.00
Europe,Greece,2020-05-23,10423056,NULL,0.00
Africa,Mauritania,2020-06-07,4649660,NULL,0.00
Asia,South Korea,2020-03-23,51269183,NULL,0.00
Europe,Sweden,2020-08-17,10099270,NULL,0.00
Africa,Guinea-Bissau,2020-10-16,1967998,NULL,0.00
Asia,India,2021-01-04,1380004385,NULL,0.00
Asia,Pakistan,2021-03-30,220892331,NULL,0.00
Asia,Bhutan,2021-02-26,771612,NULL,0.00
Europe,Ukraine,2020-03-25,43733759,NULL,0.00
Oceania,Marshall Islands,2021-01-02,59194,NULL,0.00
Africa,Democratic Republic of Congo,2021-01-14,89561404,NULL,0.00
Asia,Georgia,2020-03-14,3989175,NULL,0.00
North America,Haiti,2020-07-17,11402533,NULL,0.00
Asia,Laos,2020-06-19,7275556,NULL,0.00
Asia,Nepal,2020-09-09,29136808,NULL,0.00
Africa,South Africa,2020-06-16,59308690,NULL,0.00
Europe,Netherlands,2020-03-18,17134873,NULL,0.00
North America,Saint Kitts and Nevis,2020-11-28,53192,NULL,0.00
Asia,Armenia,2020-12-14,2963234,NULL,0.00
Africa,Gambia,2021-02-09,2416664,NULL,0.00
Africa,Uganda,2021-01-27,45741000,NULL,0.00
North America,Dominica,2021-04-17,71991,NULL,0.00
Asia,Malaysia,2020-06-05,32365998,NULL,0.00
Asia,Mongolia,2020-07-15,3278292,NULL,0.00
Africa,Namibia,2020-08-26,2540916,NULL,0.00
Africa,Nigeria,2021-03-30,206139587,NULL,0.00
Africa,Tunisia,2020-07-14,11818618,NULL,0.00
Africa,Algeria,2020-05-24,43851043,NULL,0.00
Africa,Chad,2021-03-28,16425859,NULL,0.00
Asia,Jordan,2020-07-11,10203140,NULL,0.00
Europe,Montenegro,2020-06-14,628062,NULL,0.00
North America,Trinidad and Tobago,2020-10-31,1399491,NULL,0.00
Asia,Turkey,2020-05-30,84339067,NULL,0.00
Asia,Vietnam,2020-05-12,97338583,NULL,0.00
North America,Cuba,2020-04-17,11326616,NULL,0.00
North America,Dominican Republic,2020-11-17,10847904,NULL,0.00
Africa,Cape Verde,2020-05-05,555988,NULL,0.00
Oceania,Fiji,2020-11-26,896444,NULL,0.00
Europe,Hungary,2020-07-12,9660350,NULL,0.00
Asia,India,2020-12-04,1380004385,NULL,0.00
South America,Chile,2020-10-02,19116209,NULL,0.00
South America,Guyana,2020-09-30,786559,NULL,0.00
Africa,Sierra Leone,2020-07-06,7976985,NULL,0.00
North America,Barbados,2020-09-02,287371,NULL,0.00
Asia,Bhutan,2020-09-08,771612,NULL,0.00
Africa,Libya,2020-10-09,6871287,NULL,0.00
Europe,Serbia,2020-03-12,6804596,NULL,0.00
North America,Costa Rica,2020-05-17,5094114,NULL,0.00
North America,El Salvador,2020-08-16,6486201,NULL,0.00
Africa,Eritrea,2021-04-14,3546427,NULL,0.00
Europe,Kosovo,2020-05-29,1932774,NULL,0.00
Africa,Liberia,2020-11-01,5057677,NULL,0.00
Africa,Malawi,2020-12-10,19129955,NULL,0.00
Asia,South Korea,2020-02-21,51269183,NULL,0.00
South America,Venezuela,2020-07-10,28435943,NULL,0.00
North America,Bahamas,2020-04-29,393248,NULL,0.00
Europe,Lithuania,2020-10-12,2722291,NULL,0.00
Africa,Somalia,2021-03-05,15893219,NULL,0.00
North America,Antigua and Barbuda,2020-04-26,97928,NULL,0.00
North America,Dominica,2020-09-27,71991,NULL,0.00
Africa,Gabon,2020-09-30,2225728,NULL,0.00
North America,Haiti,2020-06-16,11402533,NULL,0.00
Africa,Namibia,2021-03-16,2540916,NULL,0.00
Africa,Sudan,2021-02-06,43849269,NULL,0.00
Europe,United Kingdom,2020-05-20,67886004,NULL,0.00
Asia,Israel,2020-09-17,8655541,NULL,0.00
Africa,Ghana,2020-09-09,31072945,NULL,0.00
Asia,Indonesia,2020-06-05,273523621,NULL,0.00
North America,Cuba,2021-04-01,11326616,NULL,0.00
Africa,Egypt,2021-04-11,102334403,NULL,0.00
Europe,Iceland,2020-09-21,341250,NULL,0.00
Europe,Poland,2020-08-21,37846605,NULL,0.00
Africa,Mozambique,2021-02-02,31255435,NULL,0.00
Asia,Qatar,2020-12-19,2881060,NULL,0.00
South America,Suriname,2020-08-06,586634,NULL,0.00
Europe,United Kingdom,2020-11-07,67886004,NULL,0.00
Africa,Burkina Faso,2020-10-06,20903278,NULL,0.00
Africa,Cameroon,2021-01-10,26545864,NULL,0.00
Asia,Jordan,2021-01-05,10203140,NULL,0.00
Asia,Kuwait,2020-11-22,4270563,NULL,0.00
Africa,Djibouti,2021-02-13,988002,NULL,0.00
Africa,Mali,2020-11-08,20250834,NULL,0.00
South America,Peru,2020-03-05,32971846,NULL,0.00
Africa,Eswatini,2021-01-08,1160164,NULL,0.00
Europe,Finland,2020-08-06,5540718,NULL,0.00
North America,Guatemala,2020-05-02,17915567,NULL,0.00
Asia,Mongolia,2021-01-02,3278292,NULL,0.00
Africa,Morocco,2021-01-01,36910558,NULL,0.00
Asia,China,2020-10-27,1439323774,NULL,0.00
Africa,Ethiopia,2020-09-25,114963583,NULL,0.00
North America,Grenada,2021-01-10,112519,NULL,0.00
Europe,Luxembourg,2020-11-12,625976,NULL,0.00
Asia,Palestine,2021-03-28,5101416,NULL,0.00
Asia,Qatar,2020-06-24,2881060,NULL,0.00
North America,United States,2020-10-18,331002647,NULL,0.00
Africa,Cote d'Ivoire,2020-09-08,26378275,NULL,0.00
Oceania,New Zealand,2020-10-14,4822233,NULL,0.00
North America,Dominican Republic,2021-04-06,10847904,NULL,0.00
Asia,Armenia,2020-06-19,2963234,NULL,0.00
Europe,Ukraine,2020-09-19,43733759,NULL,0.00
Europe,Estonia,2020-03-06,1326539,NULL,0.00
Africa,Ghana,2020-03-22,31072945,NULL,0.00
Asia,Iran,2020-08-23,83992953,NULL,0.00
Asia,Iraq,2020-08-24,40222503,NULL,0.00
North America,Panama,2021-02-13,4314768,NULL,0.00
Asia,Sri Lanka,2020-05-18,21413250,NULL,0.00
Asia,Tajikistan,2021-04-02,9537642,NULL,0.00
Europe,Austria,2020-05-26,9006400,NULL,0.00
Africa,Ethiopia,2021-04-29,114963583,NULL,0.00
Europe,Lithuania,2020-04-24,2722291,NULL,0.00
Africa,Rwanda,2020-10-05,12952209,NULL,0.00
South America,Argentina,2020-11-04,45195777,NULL,0.00
Africa,Gabon,2021-03-20,2225728,NULL,0.00
South America,Guyana,2020-03-12,786559,NULL,0.00
North America,Saint Lucia,2020-12-17,183629,NULL,0.00
Africa,Zimbabwe,2020-05-01,14862927,NULL,0.00
Africa,Guinea-Bissau,2021-04-05,1967998,NULL,0.00
Asia,United Arab Emirates,2020-10-29,9890400,NULL,0.00
Europe,Bosnia and Herzegovina,2020-12-15,3280815,NULL,0.00
Africa,Chad,2020-04-06,16425859,NULL,0.00
Europe,Croatia,2020-04-24,4105268,NULL,0.00
Asia,Georgia,2021-02-26,3989175,NULL,0.00
Europe,Netherlands,2021-03-02,17134873,NULL,0.00
Africa,Niger,2021-03-21,24206636,NULL,0.00
Africa,Sudan,2020-08-19,43849269,NULL,0.00
Europe,Germany,2020-12-10,83783945,NULL,0.00
Africa,Senegal,2020-04-30,16743930,NULL,0.00
Africa,Benin,2020-06-26,12123198,NULL,0.00
Asia,Palestine,2020-08-31,5101416,NULL,0.00
Africa,Congo,2020-11-22,5518092,NULL,0.00
North America,Costa Rica,2020-12-05,5094114,NULL,0.00
North America,Dominica,2020-04-09,71991,NULL,0.00
Asia,Japan,2020-10-07,126476458,NULL,0.00
Europe,Latvia,2020-08-16,1886202,NULL,0.00
North America,Saint Kitts and Nevis,2020-06-03,53192,NULL,0.00
Europe,Bosnia and Herzegovina,2020-06-20,3280815,NULL,0.00
Africa,Cape Verde,2020-10-30,555988,NULL,0.00
Europe,Guernsey,2021-02-18,67052,NULL,0.00
Asia,Yemen,2020-07-13,29825968,NULL,0.00
Asia,Afghanistan,2020-10-13,38928341,NULL,0.00
Africa,Angola,2020-12-08,32866268,NULL,0.00
Europe,Albania,2020-11-03,2877800,NULL,0.00
Asia,Azerbaijan,2020-11-29,10139175,NULL,0.00
Europe,Belarus,2020-04-18,9449321,NULL,0.00
Europe,Denmark,2020-02-15,5792203,NULL,0.00
North America,Honduras,2020-12-11,9904608,NULL,0.00
Asia,Kyrgyzstan,2021-01-23,6524191,NULL,0.00
Africa,Liberia,2020-05-14,5057677,NULL,0.00
North America,Mexico,2020-08-21,128932753,NULL,0.00
Africa,Madagascar,2021-04-05,27691019,NULL,0.00
Africa,Senegal,2020-05-24,16743930,NULL,0.00
Asia,Philippines,2021-03-31,109581085,NULL,0.00
Africa,Sierra Leone,2020-12-31,7976985,NULL,0.00
Africa,South Africa,2020-12-11,59308690,NULL,0.00
Asia,Bhutan,2020-03-14,771612,NULL,0.00
South America,Venezuela,2021-01-28,28435943,NULL,0.00
Africa,Democratic Republic of Congo,2020-07-20,89561404,NULL,0.00
Africa,Eswatini,2020-07-14,1160164,NULL,0.00
Oceania,Fiji,2020-11-02,896444,NULL,0.00
Asia,Maldives,2020-03-21,540542,NULL,0.00
Africa,Somalia,2020-08-15,15893219,NULL,0.00
South America,Ecuador,2020-07-01,17643060,NULL,0.00
Africa,Cote d'Ivoire,2021-03-05,26378275,NULL,0.00
North America,Jamaica,2021-04-11,2961161,NULL,0.00
Asia,Lebanon,2020-06-19,6825442,NULL,0.00
Africa,Libya,2020-04-14,6871287,NULL,0.00
Africa,Malawi,2021-01-03,19129955,NULL,0.00
Africa,Tanzania,2021-03-12,59734213,NULL,0.00
South America,Argentina,2020-11-28,45195777,NULL,0.00
Asia,Azerbaijan,2020-06-04,10139175,NULL,0.00
South America,Chile,2020-04-07,19116209,NULL,0.00
North America,Cuba,2020-03-24,11326616,NULL,0.00
Africa,Chad,2020-10-01,16425859,NULL,0.00
North America,Dominican Republic,2020-05-23,10847904,NULL,0.00
Europe,France,2020-12-19,68147687,NULL,0.00
Africa,Ghana,2020-09-16,31072945,NULL,0.00
Oceania,New Zealand,2020-10-07,4822233,NULL,0.00
Europe,Russia,2020-10-25,145934460,NULL,0.00
Europe,Slovenia,2020-11-19,2078932,NULL,0.00
Asia,Vietnam,2020-11-06,97338583,NULL,0.00
Africa,Angola,2020-06-13,32866268,NULL,0.00
Europe,Greece,2020-05-30,10423056,NULL,0.00
Africa,Rwanda,2020-04-10,12952209,NULL,0.00
Europe,Spain,2020-11-23,46754783,NULL,0.00
Africa,Burkina Faso,2021-04-02,20903278,NULL,0.00
Europe,Finland,2020-02-10,5540718,NULL,0.00
Europe,Ireland,2021-02-04,4937796,NULL,0.00
Europe,Andorra,2020-06-04,77265,NULL,0.00
North America,Antigua and Barbuda,2020-05-03,97928,NULL,0.00
Asia,Brunei,2020-05-04,437483,NULL,0.00
Africa,Central African Republic,2021-01-13,4829764,NULL,0.00
Europe,Croatia,2020-10-19,4105268,NULL,0.00
Africa,Morocco,2020-08-07,36910558,NULL,0.00
Asia,Pakistan,2020-03-15,220892331,NULL,0.00
Asia,China,2020-06-02,1439323774,NULL,0.00
Africa,Djibouti,2021-03-09,988002,NULL,0.00
Africa,Gambia,2021-03-05,2416664,NULL,0.00
Asia,Laos,2020-12-14,7275556,NULL,0.00
Asia,Sri Lanka,2020-06-11,21413250,NULL,0.00
Asia,Timor,2020-08-21,1318442,NULL,0.00
Africa,Togo,2020-05-31,8278737,NULL,0.00
Asia,Palestine,2020-03-06,5101416,NULL,0.00
Asia,Syria,2020-03-25,17500657,NULL,0.00
Asia,Timor,2021-02-15,1318442,NULL,0.00
Asia,Mongolia,2021-01-09,3278292,NULL,0.00
Asia,Kyrgyzstan,2021-01-30,6524191,NULL,0.00
Africa,Liberia,2020-05-07,5057677,NULL,0.00
Asia,Thailand,2020-04-03,69799978,NULL,0.00
Oceania,Australia,2020-03-04,25499881,NULL,0.00
Africa,Kenya,2020-12-20,53771300,NULL,0.00
Africa,Mauritius,2021-04-05,1271767,NULL,0.00
Asia,Pakistan,2021-03-06,220892331,NULL,0.00
South America,Paraguay,2020-12-12,7132530,NULL,0.00
Asia,Singapore,2020-12-10,5850343,NULL,0.00
Asia,Tajikistan,2020-10-06,9537642,NULL,0.00
Asia,Bahrain,2021-02-01,1701583,NULL,0.00
South America,Bolivia,2020-12-07,11673029,NULL,0.00
Asia,Brunei,2021-04-18,437483,NULL,0.00
Europe,Czechia,2020-10-25,10708982,NULL,0.00
North America,El Salvador,2021-03-06,6486201,NULL,0.00
North America,Greenland,2021-04-05,56772,NULL,0.00
Africa,Liberia,2020-10-25,5057677,NULL,0.00
Africa,Uganda,2021-02-03,45741000,NULL,0.00
Africa,Burkina Faso,2020-03-18,20903278,NULL,0.00
Africa,Cameroon,2020-06-22,26545864,NULL,0.00
Africa,South Sudan,2020-04-23,11193729,NULL,0.00
Asia,Turkey,2020-10-24,84339067,NULL,0.00
Europe,Vatican,2020-05-27,809,NULL,0.00
North America,Aruba,2021-04-11,106766,NULL,0.00
Europe,Belarus,2020-04-11,9449321,NULL,0.00
Africa,Benin,2020-12-14,12123198,NULL,0.00
South America,Guyana,2021-03-27,786559,NULL,0.00
Europe,Moldova,2020-09-20,4033963,NULL,0.00
Europe,Andorra,2020-11-22,77265,NULL,0.00
Europe,Bulgaria,2020-12-10,6948445,NULL,0.00
Asia,Syria,2020-09-12,17500657,NULL,0.00
Asia,United Arab Emirates,2020-04-10,9890400,NULL,0.00
Asia,Vietnam,2020-05-19,97338583,NULL,0.00
Africa,Angola,2020-12-01,32866268,NULL,0.00
Europe,Austria,2020-11-13,9006400,NULL,0.00
Asia,Brunei,2020-10-22,437483,NULL,0.00
Europe,Estonia,2020-09-24,1326539,NULL,0.00
Africa,Gambia,2020-08-15,2416664,NULL,0.00
Europe,Greece,2020-11-17,10423056,NULL,0.00
Asia,Kazakhstan,2020-08-12,18776707,NULL,0.00
Europe,Liechtenstein,2020-06-05,38137,NULL,0.00
Europe,Luxembourg,2020-04-24,625976,NULL,0.00
Asia,Myanmar,2021-01-20,54409794,NULL,0.00
Europe,Portugal,2020-08-30,10196707,NULL,0.00
Europe,Romania,2020-11-11,19237682,NULL,0.00
Europe,Switzerland,2020-05-08,8654618,NULL,0.00
Asia,Mongolia,2020-07-22,3278292,NULL,0.00
Asia,Nepal,2020-03-15,29136808,NULL,0.00
Asia,Saudi Arabia,2020-07-19,34813867,NULL,0.00
Africa,Sierra Leone,2020-07-13,7976985,NULL,0.00
North America,Canada,2020-07-24,37742157,NULL,0.00
Africa,Ghana,2021-03-06,31072945,NULL,0.00
Asia,Cambodia,2020-06-20,16718971,NULL,0.00
Europe,Ireland,2020-07-17,4937796,NULL,0.00
North America,Jamaica,2020-10-22,2961161,NULL,0.00
Asia,Singapore,2020-06-15,5850343,NULL,0.00
South America,Suriname,2021-01-24,586634,NULL,0.00
Africa,Algeria,2020-05-17,43851043,NULL,0.00
Africa,Lesotho,2021-04-14,2142252,NULL,0.00
Asia,Malaysia,2020-05-29,32365998,NULL,0.00
Asia,Philippines,2020-03-16,109581085,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-11-17,110947,NULL,0.00
Asia,Thailand,2020-10-22,69799978,NULL,0.00
North America,Bermuda,2021-03-06,62273,NULL,0.00
Europe,Cyprus,2020-06-14,875899,NULL,0.00
Africa,Eritrea,2020-04-23,3546427,NULL,0.00
North America,Trinidad and Tobago,2020-05-29,1399491,NULL,0.00
Europe,Bulgaria,2020-06-15,6948445,NULL,0.00
Africa,Nigeria,2020-09-09,206139587,NULL,0.00
Asia,Oman,2020-08-15,5106622,NULL,0.00
Europe,Denmark,2020-08-04,5792203,NULL,0.00
Africa,Mali,2020-04-20,20250834,NULL,0.00
Europe,Poland,2021-02-08,37846605,NULL,0.00
Africa,Comoros,2020-11-30,869595,NULL,0.00
Europe,Kosovo,2020-11-30,1932774,NULL,0.00
Africa,Madagascar,2020-03-21,27691019,NULL,0.00
Asia,Afghanistan,2021-04-02,38928341,NULL,0.00
Europe,San Marino,2020-07-20,33938,NULL,0.00
Asia,Tajikistan,2020-10-13,9537642,NULL,0.00
Europe,Belarus,2020-10-06,9449321,NULL,0.00
Asia,Japan,2020-05-24,126476458,NULL,0.00
Asia,Kyrgyzstan,2020-08-12,6524191,NULL,0.00
Oceania,Micronesia (country),2021-03-07,115021,NULL,0.00
Europe,Monaco,2020-04-02,39244,NULL,0.00
Europe,Switzerland,2020-11-02,8654618,NULL,0.00
Asia,Maldives,2020-10-09,540542,NULL,0.00
Europe,San Marino,2021-01-14,33938,NULL,0.00
North America,Honduras,2020-06-23,9904608,NULL,0.00
Africa,Morocco,2020-02-18,36910558,NULL,0.00
Asia,South Korea,2020-02-28,51269183,NULL,0.00
North America,Antigua and Barbuda,2020-10-21,97928,NULL,0.00
South America,Brazil,2021-01-04,212559409,NULL,0.00
South America,Colombia,2020-05-11,50882884,NULL,0.00
Asia,Sri Lanka,2020-12-06,21413250,NULL,0.00
Africa,Burundi,2021-01-18,11890781,NULL,0.00
Asia,Japan,2021-03-27,126476458,NULL,0.00
Africa,Cape Verde,2020-05-12,555988,NULL,0.00
Africa,Niger,2020-08-31,24206636,NULL,0.00
South America,Peru,2020-09-23,32971846,NULL,0.00
Europe,Serbia,2020-09-06,6804596,NULL,0.00
Asia,Iran,2020-03-05,83992953,NULL,0.00
Asia,Iraq,2021-02-11,40222503,NULL,0.00
Asia,Israel,2020-03-23,8655541,NULL,0.00
Oceania,Papua New Guinea,2020-11-05,8947027,NULL,0.00
South America,Paraguay,2020-06-17,7132530,NULL,0.00
Europe,Netherlands,2020-03-11,17134873,NULL,0.00
Europe,Spain,2020-06-05,46754783,NULL,0.00
North America,United States,2020-10-11,331002647,NULL,0.00
Asia,Armenia,2020-12-07,2963234,NULL,0.00
Asia,Bahrain,2020-08-07,1701583,NULL,0.00
Asia,Georgia,2020-08-08,3989175,NULL,0.00
North America,Haiti,2020-12-11,11402533,NULL,0.00
Africa,Libya,2020-10-02,6871287,NULL,0.00
Europe,Montenegro,2020-12-09,628062,NULL,0.00
North America,Saint Lucia,2020-05-29,183629,NULL,0.00
North America,Belize,2020-06-20,397621,NULL,0.00
Oceania,Fiji,2021-04-22,896444,NULL,0.00
Africa,Guinea-Bissau,2020-04-21,1967998,NULL,0.00
Africa,Kenya,2020-12-27,53771300,NULL,0.00
Asia,Laos,2020-06-12,7275556,NULL,0.00
Africa,Mali,2021-04-28,20250834,NULL,0.00
Africa,Seychelles,2020-10-07,98340,NULL,0.00
Asia,Afghanistan,2020-03-25,38928341,NULL,0.00
Europe,Romania,2020-04-23,19237682,NULL,0.00
Africa,Rwanda,2021-04-01,12952209,NULL,0.00
Europe,Vatican,2020-12-15,809,NULL,0.00
South America,Argentina,2020-05-10,45195777,NULL,0.00
Africa,Chad,2020-04-13,16425859,NULL,0.00
